sweep,message_lam_delta_max_abs,belief_lam_delta_max_abs,message_lam_norm,belief_lam_norm
964,0.000732421875,0.0007324218167923391,173205084.82497305,173205134.3040311
965,0.0007162758847698569,0.000716219306923449,173205084.82497305,173205134.3040311
966,0.00037233205512166023,0.0003723448608070612,173205084.82497305,173205134.3040311
967,0.00037233205512166023,0.00037233647890388966,173205084.82497305,173205134.3040311
968,0.00048828125,0.0004882822977378964,173205084.82497305,173205134.3040311
969,0.0003439438296481967,0.00034395779948681593,173205084.82497305,173205134.3040311
970,0.000732421875,0.0007324216421693563,173205084.82497305,173205134.30403113
971,0.0007162758847698569,0.0007162635447457433,173205084.82497305,173205134.3040311
972,0.00037233205512166023,0.0003723262343555689,173205084.82497305,173205134.3040311
973,0.00032843926283021574,0.0003283836677354657,173205084.82497305,173205134.3040311
974,0.000244140625,0.0002441423130221665,173205084.82497305,173205134.30403113
975,0.000244140625,0.00024414132349193096,173205084.82497305,173205134.3040311
976,0.000244140625,0.00024414126528427005,173205084.82497305,173205134.30403113
977,0.00021781876330351224,0.00021807394568895688,173205084.82497305,173205134.3040311
978,0.000244140625,0.0002441376564092934,173205084.82497305,173205134.3040311
979,0.000244140625,0.0002441423130221665,173205084.82497305,173205134.3040311
980,0.000244140625,0.000244141963776201,173205084.82497305,173205134.30403113
981,0.000732421875,0.0007324213511310518,173205084.82497305,173205134.3040311
982,0.000732421875,0.0007324248435907066,173205084.82497305,173205134.30403113
983,0.000732421875,0.0007324208854697645,173205084.82497305,173205134.30403113
984,0.0007162758847698569,0.0007162856636568904,173205084.82497305,173205134.30403113
985,0.00043391482904553413,0.0004338817670941353,173205084.82497305,173205134.3040311
986,0.0003284392623754684,0.00032833338286764047,173205084.82497305,173205134.30403113
987,0.000732421875,0.0007324201287701726,173205084.82497305,173205134.30403113
988,0.0007162758847698569,0.0007162882247939706,173205084.82497305,173205134.30403113
989,0.00037233205512166023,0.0003724100533872843,173205084.82497305,173205134.3040311
990,0.00032843926283021574,0.0003283522114116977,173205084.82497305,173205134.30403113
991,0.000244140625,0.0002441423712298274,173205084.82497305,173205134.3040311
992,0.00048828125,0.0004882817156612873,173205084.82497305,173205134.30403113
993,0.0004993201000615954,0.0004993289476260543,173205084.82497305,173205134.30403113
994,0.000244140625,0.00024414161453023553,173205084.82497305,173205134.30403113
995,0.00037233205512166023,0.0003722726833075285,173205084.82497305,173205134.3040311
996,0.000244140625,0.00024414266226813197,173205084.82497305,173205134.3040311
997,0.000244140625,0.00024414306972175837,173205084.82497305,173205134.3040311
998,0.0002823610557243228,0.0002823692047968507,173205084.82497305,173205134.30403113
999,0.0002823610557243228,0.00028237735386937857,173205084.82497305,173205134.3040311
1000,0.0002823610557243228,0.0002824492985382676,173205084.82497305,173205134.30403113
1001,0.0002169557847082615,0.00021698325872421265,173205084.82497305,173205134.30403113
1002,0.000244140625,0.00024414085783064365,173205084.82497305,173205134.3040311
1003,0.000244140625,0.0002441423712298274,173205084.82497305,173205134.3040311
1004,0.000732421875,0.0007324217003770173,173205084.82497305,173205134.30403113
1005,0.0007162758847698569,0.0007162195397540927,173205084.82497305,173205134.3040311
1006,0.00037233205512166023,0.00037234509363770485,173205084.82497305,173205134.3040311
1007,0.00037233205512166023,0.000372336246073246,173205084.82497305,173205134.3040311
1008,0.00048828125,0.0004882821813225746,173205084.82497305,173205134.3040311
1009,0.0003439438296481967,0.00034395779948681593,173205084.82497305,173205134.30403113
1010,0.000732421875,0.0007324215839616954,173205084.82497305,173205134.30403113
1011,0.0007162758847698569,0.0007162635447457433,173205084.82497305,173205134.30403113
1012,0.00037233205512166023,0.00037232646718621254,173205084.82497305,173205134.3040311
1013,0.00032843926283021574,0.0003283835092844356,173205084.82497305,173205134.30403113
1014,0.000244140625,0.0002441424294374883,173205084.82497305,173205134.30403113
1015,0.000244140625,0.0002441410906612873,173205084.82497305,173205134.3040311
1016,0.000244140625,0.00024414161453023553,173205084.82497305,173205134.3040311
1017,0.00021781876330351224,0.00021807394568895688,173205084.82497305,173205134.30403113
1018,0.000244140625,0.00024413748178631067,173205084.82497305,173205134.3040311
1019,0.000244140625,0.0002441418473608792,173205084.82497305,173205134.3040311
1020,0.000244140625,0.0002441419055685401,173205084.82497305,173205134.30403113
1021,0.000732421875,0.0007324212929233909,173205084.82497305,173205134.3040311
1022,0.000732421875,0.0007324248435907066,173205084.82497305,173205134.30403113
1023,0.000732421875,0.0007324217003770173,173205084.82497305,173205134.3040311
1024,0.0007162758847698569,0.0007162861293181777,173205084.82497305,173205134.30403113
1025,0.00043391482904553413,0.00043388153426349163,173205084.82497305,173205134.3040311
1026,0.00032843926283021574,0.0003283341862498901,173205084.82497305,173205134.30403113
1027,0.000732421875,0.000732420536223799,173205084.82497305,173205134.3040311
1028,0.0007162758847698569,0.0007162882247939706,173205084.82497305,173205134.30403113
1029,0.00037233205512166023,0.00037241028621792793,173205084.82497305,173205134.3040311
1030,0.00032843926283021574,0.00032835275726483815,173205084.82497305,173205134.3040311
1031,0.000244140625,0.00024414219660684466,173205084.82497305,173205134.3040311
1032,0.00048828125,0.0004882814828306437,173205084.82497305,173205134.3040311
1033,0.0004993201000615954,0.0004993289476260543,173205084.82497305,173205134.3040311
1034,0.000244140625,0.00024414219660684466,173205084.82497305,173205134.3040311
1035,0.00037233205512166023,0.00037227291613817215,173205084.82497305,173205134.3040311
1036,0.000244140625,0.00024414301151409745,173205084.82497305,173205134.30403113
1037,0.000244140625,0.00024414260406047106,173205084.82497305,173205134.3040311
1038,0.0002823610557243228,0.0002823692047968507,173205084.82497305,173205134.3040311
1039,0.0002823610557243228,0.00028237735386937857,173205084.82497305,173205134.30403113
1040,0.0002823610557243228,0.0002824497641995549,173205084.82497305,173205134.30403113
1041,0.0002169557847082615,0.0002169839572161436,173205084.82497305,173205134.30403113
1042,0.000244140625,0.00024414120707660913,173205084.82497305,173205134.30403113
1043,0.000244140625,0.0002441423130221665,173205084.82497305,173205134.3040311
1044,0.000732421875,0.0007324215257540345,173205084.82497305,173205134.30403113
1045,0.0007162758847698569,0.0007162197725847363,173205084.82497305,173205134.3040311
1046,0.00037233205512166023,0.0003723453264683485,173205084.82497305,173205134.3040311
1047,0.00037233205512166023,0.00037233647890388966,173205084.82497305,173205134.3040311
1048,0.00048828125,0.0004882814828306437,173205084.82497305,173205134.3040311
1049,0.0003439438296481967,0.00034395779948681593,173205084.82497305,173205134.30403113
1050,0.000732421875,0.0007324214675463736,173205084.82497305,173205134.30403113
1051,0.0007162758847698569,0.0007162635447457433,173205084.82497305,173205134.30403113
1052,0.00037233205512166023,0.00037232600152492523,173205084.82497305,173205134.3040311
1053,0.00032843926283021574,0.0003283830833566981,173205084.82497305,173205134.30403113
1054,0.000244140625,0.0002441427204757929,173205084.82497305,173205134.30403113
1055,0.000244140625,0.0002441410906612873,173205084.82497305,173205134.30403113
1056,0.000244140625,0.0002441409742459655,173205084.82497305,173205134.3040311
1057,0.00021781876330351224,0.00021807394568895688,173205084.82497305,173205134.30403113
1058,0.000244140625,0.00024413707433268428,173205084.82497305,173205134.3040311
1059,0.000244140625,0.00024414208019152284,173205084.82497305,173205134.3040311
1060,0.000244140625,0.0002441423130221665,173205084.82497305,173205134.30403113
1061,0.000732421875,0.0007324214675463736,173205084.82497305,173205134.30403113
1062,0.000732421875,0.0007324244361370802,173205084.82497305,173205134.30403113
1063,0.000732421875,0.0007324210018850863,173205084.82497305,173205134.3040311
1064,0.0007162758847698569,0.0007162856636568904,173205084.82497305,173205134.3040311
1065,0.00043391482904553413,0.00043388153426349163,173205084.82497305,173205134.3040311
1066,0.00032843926283021574,0.0003283335700530188,173205084.82497305,173205134.3040311
1067,0.000732421875,0.000732420536223799,173205084.82497305,173205134.30403113
1068,0.0007162758847698569,0.0007162882247939706,173205084.82497305,173205134.30403113
1069,0.00037233205512166023,0.00037241028621792793,173205084.82497305,173205134.3040311
1070,0.00032843926283021574,0.00032835268360997816,173205084.82497305,173205134.30403113
1071,0.000244140625,0.0002441420219838619,173205084.82497305,173205134.3040311
1072,0.00048828125,0.0004882816574536264,173205084.82497305,173205134.3040311
1073,0.0004993201000615954,0.0004993287147954106,173205084.82497305,173205134.30403113
1074,0.000244140625,0.0002441422548145056,173205084.82497305,173205134.30403113
1075,0.00037233205512166023,0.00037227245047688484,173205084.82497305,173205134.3040311
1076,0.000244140625,0.00024414301151409745,173205084.82497305,173205134.3040311
1077,0.000244140625,0.00024414266226813197,173205084.82497305,173205134.30403113
1078,0.0002823610557243228,0.00028236943762749434,173205084.82497305,173205134.3040311
1079,0.0002823610557243228,0.00028237735386937857,173205084.82497305,173205134.30403113
1080,0.0002823610557243228,0.00028244953136891127,173205084.82497305,173205134.30403113
1081,0.0002169557847082615,0.00021698372438549995,173205084.82497305,173205134.30403113
1082,0.000244140625,0.00024414085783064365,173205084.82497305,173205134.3040311
1083,0.000244140625,0.0002441423712298274,173205084.82497305,173205134.3040311
1084,0.000732421875,0.0007324217585846782,173205084.82497305,173205134.30403113
1085,0.0007162758847698569,0.00071622000541538,173205084.82497305,173205134.3040311
1086,0.00037233205512166023,0.00037234509363770485,173205084.82497305,173205134.3040311
1087,0.00037233205512166023,0.000372336246073246,173205084.82497305,173205134.3040311
1088,0.00048828125,0.0004882815410383046,173205084.82497305,173205134.3040311
1089,0.0003439438296481967,0.0003439580323174596,173205084.82497305,173205134.3040311
1090,0.000732421875,0.0007324214093387127,173205084.82497305,173205134.30403113
1091,0.0007162758847698569,0.0007162640104070306,173205084.82497305,173205134.30403113
1092,0.00037233205512166023,0.0003723262343555689,173205084.82497305,173205134.3040311
1093,0.00032843926283021574,0.00032838361349263323,173205084.82497305,173205134.30403113
1094,0.000244140625,0.0002441428368911147,173205084.82497305,173205134.30403113
1095,0.000244140625,0.0002441411488689482,173205084.82497305,173205134.3040311
1096,0.000244140625,0.00024414132349193096,173205084.82497305,173205134.30403113
1097,0.00021781876330351224,0.00021807208304380765,173205084.82497305,173205134.30403113
1098,0.000244140625,0.00024413730716332793,173205084.82497305,173205134.3040311
1099,0.000244140625,0.00024414219660684466,173205084.82497305,173205134.30403113
1100,0.000244140625,0.0002441418473608792,173205084.82497305,173205134.3040311
1101,0.000732421875,0.0007324209436774254,173205084.82497305,173205134.3040311
1102,0.000732421875,0.0007324247271753848,173205084.82497305,173205134.3040311
1103,0.000732421875,0.0007324215839616954,173205084.82497305,173205134.3040311
1104,0.0007162758847698569,0.0007162861293181777,173205084.82497305,173205134.30403113
1105,0.00043391482904553413,0.0004338817670941353,173205084.82497305,173205134.30403113
1106,0.00032843926283021574,0.000328334204155567,173205084.82497305,173205134.30403113
1107,0.000732421875,0.0007324207690544426,173205084.82497305,173205134.3040311
1108,0.0007162758847698569,0.0007162884576246142,173205084.82497305,173205134.30403113
1109,0.00037233205512166023,0.0003724105190485716,173205084.82497305,173205134.3040311
1110,0.0003284392623754684,0.00032835246668128093,173205084.82497305,173205134.30403113
1111,0.000244140625,0.00024414213839918375,173205084.82497305,173205134.3040311
1112,0.00048828125,0.0004882816574536264,173205084.82497305,173205134.3040311
1113,0.0004993201000615954,0.000499328481964767,173205084.82497305,173205134.3040311
1114,0.000244140625,0.00024414208019152284,173205084.82497305,173205134.3040311
1115,0.00037233205512166023,0.0003722726833075285,173205084.82497305,173205134.3040311
1116,0.000244140625,0.0002441428950987756,173205084.82497305,173205134.30403113
1117,0.000244140625,0.0002441427786834538,173205084.82497305,173205134.30403113
1118,0.0002823610557243228,0.00028236897196620703,173205084.82497305,173205134.3040311
1119,0.0002823610557243228,0.0002823771210387349,173205084.82497305,173205134.3040311
1120,0.0002823610557243228,0.00028244953136891127,173205084.82497305,173205134.30403113
1121,0.0002169557847082615,0.0002169834915548563,173205084.82497305,173205134.30403113
1122,0.000244140625,0.0002441414399072528,173205084.82497305,173205134.3040311
1123,0.000244140625,0.00024414208019152284,173205084.82497305,173205134.3040311
1124,0.000732421875,0.0007324214675463736,173205084.82497305,173205134.30403113
1125,0.0007162758847698569,0.0007162195397540927,173205084.82497305,173205134.3040311
1126,0.00037233205512166023,0.0003723453264683485,173205084.82497305,173205134.3040311
1127,0.00037233205512166023,0.00037233647890388966,173205084.82497305,173205134.3040311
1128,0.00048828125,0.0004882821231149137,173205084.82497305,173205134.3040311
1129,0.0003439438296481967,0.00034395779948681593,173205084.82497305,173205134.30403113
1130,0.000732421875,0.0007324216421693563,173205084.82497305,173205134.30403113
1131,0.0007162758847698569,0.0007162635447457433,173205084.82497305,173205134.30403113
1132,0.00037233205512166023,0.00037232646718621254,173205084.82497305,173205134.3040311
1133,0.00032843926283021574,0.00032838316285221936,173205084.82497305,173205134.30403113
1134,0.000244140625,0.0002441431861370802,173205084.82497305,173205134.30403113
1135,0.000244140625,0.0002441419055685401,173205084.82497305,173205134.3040311
1136,0.000244140625,0.00024414167273789644,173205084.82497305,173205134.30403113
1137,0.00021781876330351224,0.00021807208304380765,173205084.82497305,173205134.30403113
1138,0.000244140625,0.00024413742357864976,173205084.82497305,173205134.3040311
1139,0.000244140625,0.00024414248764514923,173205084.82497305,173205134.30403113
1140,0.000244140625,0.0002441420219838619,173205084.82497305,173205134.3040311
1141,0.000732421875,0.0007324208854697645,173205084.82497305,173205134.3040311
1142,0.000732421875,0.0007324246107600629,173205084.82497305,173205134.30403113
1143,0.000732421875,0.0007324211183004081,173205084.82497305,173205134.30403113
1144,0.0007162758847698569,0.0007162863621488214,173205084.82497305,173205134.30403113
1145,0.00043391482904553413,0.00043388199992477894,173205084.82497305,173205134.3040311
1146,0.0003284392623754684,0.00032833369891704933,173205084.82497305,173205134.3040311
1147,0.000732421875,0.0007324201869778335,173205084.82497305,173205134.30403113
1148,0.0007162758847698569,0.0007162882247939706,173205084.82497305,173205134.30403113
1149,0.00037233205512166023,0.00037241028621792793,173205084.82497305,173205134.3040311
1150,0.0003284392623754684,0.00032835162861033496,173205084.82497305,173205134.30403113
1151,0.000244140625,0.00024414213839918375,173205084.82497305,173205134.3040311
1152,0.00048828125,0.0004882817738689482,173205084.82497305,173205134.30403113
1153,0.0004993201000615954,0.0004993287147954106,173205084.82497305,173205134.30403113
1154,0.000244140625,0.00024414208019152284,173205084.82497305,173205134.30403113
1155,0.00037233205512166023,0.00037227245047688484,173205084.82497305,173205134.3040311
1156,0.000244140625,0.00024414301151409745,173205084.82497305,173205134.30403113
1157,0.000244140625,0.0002441432443447411,173205084.82497305,173205134.30403113
1158,0.0002823610557243228,0.00028236943762749434,173205084.82497305,173205134.30403113
1159,0.0002823610557243228,0.0002823775867000222,173205084.82497305,173205134.30403113
1160,0.0002823610557243228,0.0002824492985382676,173205084.82497305,173205134.30403113
1161,0.0002169557847082615,0.0002169834915548563,173205084.82497305,173205134.30403113
1162,0.000244140625,0.0002441415563225746,173205084.82497305,173205134.3040311
1163,0.000244140625,0.0002441427786834538,173205084.82497305,173205134.3040311
1164,0.000732421875,0.0007324219332076609,173205084.82497305,173205134.3040311
1165,0.0007162758847698569,0.0007162190740928054,173205084.82497305,173205134.3040311
1166,0.00037233205512166023,0.0003723448608070612,173205084.82497305,173205134.3040311
1167,0.00037233205512166023,0.0003723367117345333,173205084.82497305,173205134.3040311
1168,0.00048828125,0.0004882820066995919,173205084.82497305,173205134.3040311
1169,0.0003439438296481967,0.00034395873080939054,173205084.82497305,173205134.30403113
1170,0.000732421875,0.0007324213511310518,173205084.82497305,173205134.30403113
1171,0.0007162758847698569,0.0007162637775763869,173205084.82497305,173205134.30403113
1172,0.00037233205512166023,0.0003723262343555689,173205084.82497305,173205134.3040311
1173,0.00032843926283021574,0.00032838278194446957,173205084.82497305,173205134.30403113
1174,0.000244140625,0.0002441428950987756,173205084.82497305,173205134.30403113
1175,0.000244140625,0.0002441415563225746,173205084.82497305,173205134.3040311
1176,0.000244140625,0.0002441411488689482,173205084.82497305,173205134.30403113
1177,0.00021781876330351224,0.00021807394568895688,173205084.82497305,173205134.3040311
1178,0.000244140625,0.00024413753999397159,173205084.82497305,173205134.3040311
1179,0.000244140625,0.0002441423130221665,173205084.82497305,173205134.3040311
1180,0.000244140625,0.0002441414399072528,173205084.82497305,173205134.30403113
1181,0.000732421875,0.0007324203616008162,173205084.82497305,173205134.3040311
1182,0.000732421875,0.0007324244361370802,173205084.82497305,173205134.3040311
1183,0.000732421875,0.0007324216421693563,173205084.82497305,173205134.30403113
1184,0.0007162758847698569,0.000716285896487534,173205084.82497305,173205134.3040311
1185,0.00043391482904553413,0.00043388199992477894,173205084.82497305,173205134.3040311
1186,0.00032843926283021574,0.00032833372333129773,173205084.82497305,173205134.3040311
1187,0.000732421875,0.0007324197795242071,173205084.82497305,173205134.30403113
1188,0.0007162758847698569,0.0007162886904552579,173205084.82497305,173205134.30403113
1189,0.00037233205512166023,0.00037241028621792793,173205084.82497305,173205134.3040311
1190,0.00032843926283021574,0.0003283520270400686,173205084.82497305,173205134.30403113
1191,0.000244140625,0.00024414219660684466,173205084.82497305,173205134.3040311
1192,0.00048828125,0.00048828125,173205084.82497305,173205134.30403113
1193,0.0004993201000615954,0.0004993289476260543,173205084.82497305,173205134.30403113
1194,0.000244140625,0.00024414213839918375,173205084.82497305,173205134.3040311
1195,0.00037233205512166023,0.0003722722176462412,173205084.82497305,173205134.3040311
1196,0.000244140625,0.0002441424294374883,173205084.82497305,173205134.30403113
1197,0.000244140625,0.00024414248764514923,173205084.82497305,173205134.3040311
1198,0.0002823610557243228,0.00028236897196620703,173205084.82497305,173205134.30403113
1199,0.0002823610557243228,0.0002823771210387349,173205084.82497305,173205134.3040311
1200,0.0002823610557243228,0.00028244953136891127,173205084.82497305,173205134.30403113
1201,0.0002169557847082615,0.0002169834915548563,173205084.82497305,173205134.30403113
1202,0.000244140625,0.0002441414981149137,173205084.82497305,173205134.3040311
1203,0.000244140625,0.0002441428950987756,173205084.82497305,173205134.30403113
1204,0.000732421875,0.0007324217003770173,173205084.82497305,173205134.30403113
1205,0.0007162758847698569,0.0007162195397540927,173205084.82497305,173205134.3040311
1206,0.00037233205512166023,0.00037234509363770485,173205084.82497305,173205134.3040311
1207,0.00037233205512166023,0.0003723367117345333,173205084.82497305,173205134.3040311
1208,0.00048828125,0.0004882821231149137,173205084.82497305,173205134.3040311
1209,0.0003439438296481967,0.0003439580323174596,173205084.82497305,173205134.30403113
1210,0.000732421875,0.00073242123471573,173205084.82497305,173205134.3040311
1211,0.0007162758847698569,0.0007162635447457433,173205084.82497305,173205134.3040311
1212,0.00037233205512166023,0.0003723262343555689,173205084.82497305,173205134.3040311
1213,0.00032843926283021574,0.0003283834195002555,173205084.82497305,173205134.30403113
1214,0.000244140625,0.0002441428368911147,173205084.82497305,173205134.30403113
1215,0.000244140625,0.0002441414399072528,173205084.82497305,173205134.30403113
1216,0.000244140625,0.0002441411488689482,173205084.82497305,173205134.3040311
1217,0.00021781876330351224,0.00021807208304380765,173205084.82497305,173205134.30403113
1218,0.000244140625,0.0002441375982016325,173205084.82497305,173205134.30403113
1219,0.000244140625,0.0002441422548145056,173205084.82497305,173205134.3040311
1220,0.000244140625,0.00024414213839918375,173205084.82497305,173205134.30403113
1221,0.000732421875,0.0007324209436774254,173205084.82497305,173205134.3040311
1222,0.000732421875,0.0007324246107600629,173205084.82497305,173205134.30403113
1223,0.000732421875,0.0007324217003770173,173205084.82497305,173205134.30403113
1224,0.0007162758847698569,0.000716285896487534,173205084.82497305,173205134.3040311
1225,0.00043391482904553413,0.00043388153426349163,173205084.82497305,173205134.3040311
1226,0.00032843926283021574,0.0003283336574497753,173205084.82497305,173205134.3040311
1227,0.000732421875,0.000732420536223799,173205084.82497305,173205134.30403113
1228,0.0007162758847698569,0.0007162882247939706,173205084.82497305,173205134.30403113
1229,0.00037233205512166023,0.00037241028621792793,173205084.82497305,173205134.3040311
1230,0.00032843926283021574,0.0003283522811301509,173205084.82497305,173205134.30403113
1231,0.000244140625,0.0002441422548145056,173205084.82497305,173205134.3040311
1232,0.00048828125,0.0004882817738689482,173205084.82497305,173205134.30403113
1233,0.0004993201000615954,0.0004993291804566979,173205084.82497305,173205134.3040311
1234,0.000244140625,0.0002441418473608792,173205084.82497305,173205134.30403113
1235,0.00037233205512166023,0.0003722726833075285,173205084.82497305,173205134.3040311
1236,0.000244140625,0.0002441428950987756,173205084.82497305,173205134.30403113
1237,0.000244140625,0.00024414301151409745,173205084.82497305,173205134.3040311
1238,0.0002823610557243228,0.00028236897196620703,173205084.82497305,173205134.30403113
1239,0.0002823610557243228,0.00028237735386937857,173205084.82497305,173205134.3040311
1240,0.0002823610557243228,0.00028244953136891127,173205084.82497305,173205134.30403113
1241,0.0002169557847082615,0.0002169834915548563,173205084.82497305,173205134.30403113
1242,0.000244140625,0.0002441411488689482,173205084.82497305,173205134.3040311
1243,0.000244140625,0.00024414266226813197,173205084.82497305,173205134.3040311
1244,0.000732421875,0.0007324215839616954,173205084.82497305,173205134.30403113
1245,0.0007162758847698569,0.0007162195397540927,173205084.82497305,173205134.3040311
1246,0.00037233205512166023,0.00037234509363770485,173205084.82497305,173205134.3040311
1247,0.00037233205512166023,0.00037233647890388966,173205084.82497305,173205134.3040311
1248,0.00048828125,0.0004882820066995919,173205084.82497305,173205134.3040311
1249,0.0003439438296481967,0.0003439575666561723,173205084.82497305,173205134.30403113
1250,0.000732421875,0.0007324212929233909,173205084.82497305,173205134.3040311
1251,0.0007162758847698569,0.0007162640104070306,173205084.82497305,173205134.3040311
1252,0.00037233205512166023,0.0003723262343555689,173205084.82497305,173205134.3040311
1253,0.00032843926283021574,0.0003283828884406148,173205084.82497305,173205134.30403113
1254,0.000244140625,0.00024414301151409745,173205084.82497305,173205134.30403113
1255,0.000244140625,0.00024414161453023553,173205084.82497305,173205134.3040311
1256,0.000244140625,0.0002441415563225746,173205084.82497305,173205134.30403113
1257,0.00021781876330351224,0.00021807022039865842,173205084.82497305,173205134.3040311
1258,0.000244140625,0.00024413724895566702,173205084.82497305,173205134.3040311
1259,0.000244140625,0.00024414219660684466,173205084.82497305,173205134.3040311
1260,0.000244140625,0.00024414167273789644,173205084.82497305,173205134.30403113
1261,0.000732421875,0.0007324206526391208,173205084.82497305,173205134.3040311
1262,0.000732421875,0.0007324243197217584,173205084.82497305,173205134.30403113
1263,0.000732421875,0.000732421176508069,173205084.82497305,173205134.30403113
1264,0.0007162758847698569,0.0007162856636568904,173205084.82497305,173205134.30403113
1265,0.00043391482904553413,0.0004338817670941353,173205084.82497305,173205134.30403113
1266,0.00032843926283021574,0.00032833307969326597,173205084.82497305,173205134.30403113
1267,0.000732421875,0.0007324203033931553,173205084.82497305,173205134.30403113
1268,0.0007162758847698569,0.0007162882247939706,173205084.82497305,173205134.30403113
1269,0.00037233205512166023,0.0003724100533872843,173205084.82497305,173205134.3040311
1270,0.00032843926283021574,0.00032835231921524155,173205084.82497305,173205134.30403113
1271,0.000244140625,0.000244141963776201,173205084.82497305,173205134.3040311
1272,0.00048828125,0.0004882811917923391,173205084.82497305,173205134.30403113
1273,0.0004993201000615954,0.0004993287147954106,173205084.82497305,173205134.3040311
1274,0.000244140625,0.0002441420219838619,173205084.82497305,173205134.30403113
1275,0.00037233205512166023,0.00037227245047688484,173205084.82497305,173205134.3040311
1276,0.000244140625,0.0002441428368911147,173205084.82497305,173205134.30403113
1277,0.000244140625,0.0002441428950987756,173205084.82497305,173205134.30403113
1278,0.0002823610557243228,0.00028236943762749434,173205084.82497305,173205134.30403113
1279,0.0002823610557243228,0.0002823771210387349,173205084.82497305,173205134.3040311
1280,0.0002823610557243228,0.0002824492985382676,173205084.82497305,173205134.30403113
1281,0.0002169557847082615,0.00021698372438549995,173205084.82497305,173205134.30403113
1282,0.000244140625,0.00024414091603830457,173205084.82497305,173205134.30403113
1283,0.000244140625,0.0002441423712298274,173205084.82497305,173205134.3040311
1284,0.000732421875,0.0007324221660383046,173205084.82497305,173205134.3040311
1285,0.0007162758847698569,0.0007162197725847363,173205084.82497305,173205134.3040311
1286,0.00037233205512166023,0.00037234509363770485,173205084.82497305,173205134.3040311
1287,0.00037233205512166023,0.000372336246073246,173205084.82497305,173205134.3040311
1288,0.00048828125,0.0004882822395302355,173205084.82497305,173205134.3040311
1289,0.0003439438296481967,0.00034395779948681593,173205084.82497305,173205134.30403113
1290,0.000732421875,0.00073242123471573,173205084.82497305,173205134.3040311
1291,0.0007162758847698569,0.0007162635447457433,173205084.82497305,173205134.3040311
1292,0.00037233205512166023,0.00037232646718621254,173205084.82497305,173205134.3040311
1293,0.00032843926283021574,0.00032838302631432725,173205084.82497305,173205134.30403113
1294,0.000244140625,0.00024414341896772385,173205084.82497305,173205134.30403113
1295,0.000244140625,0.00024414213839918375,173205084.82497305,173205134.30403113
1296,0.000244140625,0.0002441414981149137,173205084.82497305,173205134.30403113
1297,0.00021781876330351224,0.00021807208304380765,173205084.82497305,173205134.3040311
1298,0.000244140625,0.00024413730716332793,173205084.82497305,173205134.3040311
1299,0.000244140625,0.00024414248764514923,173205084.82497305,173205134.3040311
1300,0.000244140625,0.00024414254585281014,173205084.82497305,173205134.3040311
1301,0.000732421875,0.0007324211183004081,173205084.82497305,173205134.3040311
1302,0.000732421875,0.0007324242615140975,173205084.82497305,173205134.3040311
1303,0.000732421875,0.0007324210018850863,173205084.82497305,173205134.3040311
1304,0.0007162758847698569,0.000716285896487534,173205084.82497305,173205134.30403113
1305,0.00043391482904553413,0.00043388153426349163,173205084.82497305,173205134.3040311
1306,0.00032843926283021574,0.00032833351956185197,173205084.82497305,173205134.3040311
1307,0.000732421875,0.0007324208854697645,173205084.82497305,173205134.30403113
1308,0.0007162758847698569,0.0007162882247939706,173205084.82497305,173205134.30403113
1309,0.00037233205512166023,0.00037241028621792793,173205084.82497305,173205134.3040311
1310,0.00032843926283021574,0.00032835218998172877,173205084.82497305,173205134.30403113
1311,0.000244140625,0.0002441420219838619,173205084.82497305,173205134.3040311
1312,0.00048828125,0.0004882813082076609,173205084.82497305,173205134.30403113
1313,0.0004993201000615954,0.0004993289476260543,173205084.82497305,173205134.3040311
1314,0.000244140625,0.0002441418473608792,173205084.82497305,173205134.3040311
1315,0.00037233205512166023,0.0003722726833075285,173205084.82497305,173205134.3040311
1316,0.000244140625,0.0002441431279294193,173205084.82497305,173205134.30403113
1317,0.000244140625,0.0002441427786834538,173205084.82497305,173205134.30403113
1318,0.0002823610557243228,0.0002823692047968507,173205084.82497305,173205134.3040311
1319,0.0002823610557243228,0.0002823771210387349,173205084.82497305,173205134.3040311
1320,0.0002823610557243228,0.00028244953136891127,173205084.82497305,173205134.30403113
1321,0.0002169557847082615,0.0002169834915548563,173205084.82497305,173205134.30403113
1322,0.000244140625,0.0002441410906612873,173205084.82497305,173205134.30403113
1323,0.000244140625,0.0002441427204757929,173205084.82497305,173205134.30403113
1324,0.000732421875,0.0007324219332076609,173205084.82497305,173205134.30403113
1325,0.0007162758847698569,0.0007162195397540927,173205084.82497305,173205134.30403113
1326,0.00037233205512166023,0.00037234509363770485,173205084.82497305,173205134.3040311
1327,0.00037233205512166023,0.0003723367117345333,173205084.82497305,173205134.3040311
1328,0.00048828125,0.0004882823559455574,173205084.82497305,173205134.3040311
1329,0.0003439438296481967,0.0003439580323174596,173205084.82497305,173205134.30403113
1330,0.000732421875,0.0007324215257540345,173205084.82497305,173205134.3040311
1331,0.0007162758847698569,0.0007162635447457433,173205084.82497305,173205134.3040311
1332,0.00037233205512166023,0.0003723262343555689,173205084.82497305,173205134.3040311
1333,0.0003284392623754684,0.00032838336096574494,173205084.82497305,173205134.30403113
1334,0.000244140625,0.0002441428950987756,173205084.82497305,173205134.30403113
1335,0.000244140625,0.0002441414981149137,173205084.82497305,173205134.3040311
1336,0.000244140625,0.00024414091603830457,173205084.82497305,173205134.30403113
