factor_id,factor_type,target_idx,target_var_id,other_idx,other_var_id
497,odometry,1,498,0,497
498,odometry,0,498,1,499
498,odometry,1,499,0,498
499,odometry,0,499,1,500
499,odometry,1,500,0,499
500,odometry,0,500,1,501
500,odometry,1,501,0,500
501,odometry,0,501,1,502
501,odometry,1,502,0,501
502,odometry,0,502,1,503
502,odometry,1,503,0,502
503,odometry,0,503,1,504
503,odometry,1,504,0,503
504,odometry,0,504,1,505
504,odometry,1,505,0,504
505,odometry,0,505,1,506
505,odometry,1,506,0,505
506,odometry,0,506,1,507
506,odometry,1,507,0,506
507,odometry,0,507,1,508
507,odometry,1,508,0,507
508,odometry,0,508,1,509
508,odometry,1,509,0,508
509,odometry,0,509,1,510
509,odometry,1,510,0,509
510,odometry,0,510,1,511
510,odometry,1,511,0,510
511,odometry,0,511,1,512
511,odometry,1,512,0,511
512,odometry,0,512,1,513
512,odometry,1,513,0,512
513,odometry,0,513,1,514
513,odometry,1,514,0,513
514,odometry,0,514,1,515
514,odometry,1,515,0,514
515,odometry,0,515,1,516
515,odometry,1,516,0,515
516,odometry,0,516,1,517
516,odometry,1,517,0,516
517,odometry,0,517,1,518
517,odometry,1,518,0,517
518,odometry,0,518,1,519
518,odometry,1,519,0,518
519,odometry,0,519,1,520
519,odometry,1,520,0,519
520,odometry,0,520,1,521
520,odometry,1,521,0,520
521,odometry,0,521,1,522
521,odometry,1,522,0,521
522,odometry,0,522,1,523
522,odometry,1,523,0,522
523,odometry,0,523,1,524
523,odometry,1,524,0,523
524,odometry,0,524,1,525
524,odometry,1,525,0,524
525,odometry,0,525,1,526
525,odometry,1,526,0,525
526,odometry,0,526,1,527
526,odometry,1,527,0,526
527,odometry,0,527,1,528
527,odometry,1,528,0,527
528,odometry,0,528,1,529
528,odometry,1,529,0,528
529,odometry,0,529,1,530
529,odometry,1,530,0,529
530,odometry,0,530,1,531
530,odometry,1,531,0,530
531,odometry,0,531,1,532
531,odometry,1,532,0,531
532,odometry,0,532,1,533
532,odometry,1,533,0,532
533,odometry,0,533,1,534
533,odometry,1,534,0,533
534,odometry,0,534,1,535
534,odometry,1,535,0,534
535,odometry,0,535,1,536
535,odometry,1,536,0,535
536,odometry,0,536,1,537
536,odometry,1,537,0,536
537,odometry,0,537,1,538
537,odometry,1,538,0,537
538,odometry,0,538,1,539
538,odometry,1,539,0,538
539,odometry,0,539,1,540
539,odometry,1,540,0,539
540,odometry,0,540,1,541
540,odometry,1,541,0,540
541,odometry,0,541,1,542
541,odometry,1,542,0,541
542,odometry,0,542,1,543
542,odometry,1,543,0,542
543,odometry,0,543,1,544
543,odometry,1,544,0,543
544,odometry,0,544,1,545
544,odometry,1,545,0,544
545,odometry,0,545,1,546
545,odometry,1,546,0,545
546,odometry,0,546,1,547
546,odometry,1,547,0,546
547,odometry,0,547,1,548
547,odometry,1,548,0,547
548,odometry,0,548,1,549
548,odometry,1,549,0,548
549,odometry,0,549,1,550
549,odometry,1,550,0,549
550,odometry,0,550,1,551
550,odometry,1,551,0,550
551,odometry,0,551,1,552
551,odometry,1,552,0,551
552,odometry,0,552,1,553
552,odometry,1,553,0,552
553,odometry,0,553,1,554
553,odometry,1,554,0,553
554,odometry,0,554,1,555
554,odometry,1,555,0,554
555,odometry,0,555,1,556
555,odometry,1,556,0,555
556,odometry,0,556,1,557
556,odometry,1,557,0,556
557,odometry,0,557,1,558
557,odometry,1,558,0,557
558,odometry,0,558,1,559
558,odometry,1,559,0,558
559,odometry,0,559,1,560
559,odometry,1,560,0,559
560,odometry,0,560,1,561
560,odometry,1,561,0,560
561,odometry,0,561,1,562
561,odometry,1,562,0,561
562,odometry,0,562,1,563
562,odometry,1,563,0,562
563,odometry,0,563,1,564
563,odometry,1,564,0,563
564,odometry,0,564,1,565
564,odometry,1,565,0,564
565,odometry,0,565,1,566
565,odometry,1,566,0,565
566,odometry,0,566,1,567
566,odometry,1,567,0,566
567,odometry,0,567,1,568
567,odometry,1,568,0,567
568,odometry,0,568,1,569
568,odometry,1,569,0,568
569,odometry,0,569,1,570
569,odometry,1,570,0,569
570,odometry,0,570,1,571
570,odometry,1,571,0,570
571,odometry,0,571,1,572
571,odometry,1,572,0,571
572,odometry,0,572,1,573
572,odometry,1,573,0,572
573,odometry,0,573,1,574
573,odometry,1,574,0,573
574,odometry,0,574,1,575
574,odometry,1,575,0,574
575,odometry,0,575,1,576
575,odometry,1,576,0,575
576,odometry,0,576,1,577
576,odometry,1,577,0,576
577,odometry,0,577,1,578
577,odometry,1,578,0,577
578,odometry,0,578,1,579
578,odometry,1,579,0,578
579,odometry,0,579,1,580
579,odometry,1,580,0,579
580,odometry,0,580,1,581
580,odometry,1,581,0,580
581,odometry,0,581,1,582
581,odometry,1,582,0,581
582,odometry,0,582,1,583
582,odometry,1,583,0,582
583,odometry,0,583,1,584
583,odometry,1,584,0,583
584,odometry,0,584,1,585
584,odometry,1,585,0,584
585,odometry,0,585,1,586
585,odometry,1,586,0,585
586,odometry,0,586,1,587
586,odometry,1,587,0,586
587,odometry,0,587,1,588
587,odometry,1,588,0,587
588,odometry,0,588,1,589
588,odometry,1,589,0,588
589,odometry,0,589,1,590
589,odometry,1,590,0,589
590,odometry,0,590,1,591
590,odometry,1,591,0,590
591,odometry,0,591,1,592
591,odometry,1,592,0,591
592,odometry,0,592,1,593
592,odometry,1,593,0,592
593,odometry,0,593,1,594
593,odometry,1,594,0,593
594,odometry,0,594,1,595
594,odometry,1,595,0,594
595,odometry,0,595,1,596
595,odometry,1,596,0,595
596,odometry,0,596,1,597
596,odometry,1,597,0,596
597,odometry,0,597,1,598
597,odometry,1,598,0,597
598,odometry,0,598,1,599
598,odometry,1,599,0,598
599,odometry,0,599,1,600
599,odometry,1,600,0,599
600,odometry,0,600,1,601
600,odometry,1,601,0,600
601,odometry,0,601,1,602
601,odometry,1,602,0,601
602,odometry,0,602,1,603
602,odometry,1,603,0,602
603,odometry,0,603,1,604
603,odometry,1,604,0,603
604,odometry,0,604,1,605
604,odometry,1,605,0,604
605,odometry,0,605,1,606
605,odometry,1,606,0,605
606,odometry,0,606,1,607
606,odometry,1,607,0,606
607,odometry,0,607,1,608
607,odometry,1,608,0,607
608,odometry,0,608,1,609
608,odometry,1,609,0,608
609,odometry,0,609,1,610
609,odometry,1,610,0,609
610,odometry,0,610,1,611
610,odometry,1,611,0,610
611,odometry,0,611,1,612
611,odometry,1,612,0,611
612,odometry,0,612,1,613
612,odometry,1,613,0,612
613,odometry,0,613,1,614
613,odometry,1,614,0,613
614,odometry,0,614,1,615
614,odometry,1,615,0,614
615,odometry,0,615,1,616
615,odometry,1,616,0,615
616,odometry,0,616,1,617
616,odometry,1,617,0,616
617,odometry,0,617,1,618
617,odometry,1,618,0,617
618,odometry,0,618,1,619
618,odometry,1,619,0,618
619,odometry,0,619,1,620
619,odometry,1,620,0,619
620,odometry,0,620,1,621
620,odometry,1,621,0,620
621,odometry,0,621,1,622
621,odometry,1,622,0,621
622,odometry,0,622,1,623
622,odometry,1,623,0,622
623,odometry,0,623,1,624
623,odometry,1,624,0,623
624,odometry,0,624,1,625
624,odometry,1,625,0,624
625,odometry,0,625,1,626
625,odometry,1,626,0,625
626,odometry,0,626,1,627
626,odometry,1,627,0,626
627,odometry,0,627,1,628
627,odometry,1,628,0,627
628,odometry,0,628,1,629
628,odometry,1,629,0,628
629,odometry,0,629,1,630
629,odometry,1,630,0,629
630,odometry,0,630,1,631
630,odometry,1,631,0,630
631,odometry,0,631,1,632
631,odometry,1,632,0,631
632,odometry,0,632,1,633
632,odometry,1,633,0,632
633,odometry,0,633,1,634
633,odometry,1,634,0,633
634,odometry,0,634,1,635
634,odometry,1,635,0,634
635,odometry,0,635,1,636
635,odometry,1,636,0,635
636,odometry,0,636,1,637
636,odometry,1,637,0,636
637,odometry,0,637,1,638
637,odometry,1,638,0,637
638,odometry,0,638,1,639
638,odometry,1,639,0,638
639,odometry,0,639,1,640
639,odometry,1,640,0,639
640,odometry,0,640,1,641
640,odometry,1,641,0,640
641,odometry,0,641,1,642
641,odometry,1,642,0,641
642,odometry,0,642,1,643
642,odometry,1,643,0,642
643,odometry,0,643,1,644
643,odometry,1,644,0,643
644,odometry,0,644,1,645
644,odometry,1,645,0,644
645,odometry,0,645,1,646
645,odometry,1,646,0,645
646,odometry,0,646,1,647
646,odometry,1,647,0,646
647,odometry,0,647,1,648
647,odometry,1,648,0,647
648,odometry,0,648,1,649
648,odometry,1,649,0,648
649,odometry,0,649,1,650
649,odometry,1,650,0,649
650,odometry,0,650,1,651
650,odometry,1,651,0,650
651,odometry,0,651,1,652
651,odometry,1,652,0,651
652,odometry,0,652,1,653
652,odometry,1,653,0,652
653,odometry,0,653,1,654
653,odometry,1,654,0,653
654,odometry,0,654,1,655
654,odometry,1,655,0,654
655,odometry,0,655,1,656
655,odometry,1,656,0,655
656,odometry,0,656,1,657
656,odometry,1,657,0,656
657,odometry,0,657,1,658
657,odometry,1,658,0,657
658,odometry,0,658,1,659
658,odometry,1,659,0,658
659,odometry,0,659,1,660
659,odometry,1,660,0,659
660,odometry,0,660,1,661
660,odometry,1,661,0,660
661,odometry,0,661,1,662
661,odometry,1,662,0,661
662,odometry,0,662,1,663
662,odometry,1,663,0,662
663,odometry,0,663,1,664
663,odometry,1,664,0,663
664,odometry,0,664,1,665
664,odometry,1,665,0,664
665,odometry,0,665,1,666
665,odometry,1,666,0,665
666,odometry,0,666,1,667
666,odometry,1,667,0,666
667,odometry,0,667,1,668
667,odometry,1,668,0,667
668,odometry,0,668,1,669
668,odometry,1,669,0,668
669,odometry,0,669,1,670
669,odometry,1,670,0,669
670,odometry,0,670,1,671
670,odometry,1,671,0,670
671,odometry,0,671,1,672
671,odometry,1,672,0,671
672,odometry,0,672,1,673
672,odometry,1,673,0,672
673,odometry,0,673,1,674
673,odometry,1,674,0,673
674,odometry,0,674,1,675
674,odometry,1,675,0,674
675,odometry,0,675,1,676
675,odometry,1,676,0,675
676,odometry,0,676,1,677
676,odometry,1,677,0,676
677,odometry,0,677,1,678
677,odometry,1,678,0,677
678,odometry,0,678,1,679
678,odometry,1,679,0,678
679,odometry,0,679,1,680
679,odometry,1,680,0,679
680,odometry,0,680,1,681
680,odometry,1,681,0,680
681,odometry,0,681,1,682
681,odometry,1,682,0,681
682,odometry,0,682,1,683
682,odometry,1,683,0,682
683,odometry,0,683,1,684
683,odometry,1,684,0,683
684,odometry,0,684,1,685
684,odometry,1,685,0,684
685,odometry,0,685,1,686
685,odometry,1,686,0,685
686,odometry,0,686,1,687
686,odometry,1,687,0,686
687,odometry,0,687,1,688
687,odometry,1,688,0,687
688,odometry,0,688,1,689
688,odometry,1,689,0,688
689,odometry,0,689,1,690
689,odometry,1,690,0,689
690,odometry,0,690,1,691
690,odometry,1,691,0,690
691,odometry,0,691,1,692
691,odometry,1,692,0,691
692,odometry,0,692,1,693
692,odometry,1,693,0,692
693,odometry,0,693,1,694
693,odometry,1,694,0,693
694,odometry,0,694,1,695
694,odometry,1,695,0,694
695,odometry,0,695,1,696
695,odometry,1,696,0,695
696,odometry,0,696,1,697
696,odometry,1,697,0,696
697,odometry,0,697,1,698
697,odometry,1,698,0,697
698,odometry,0,698,1,699
698,odometry,1,699,0,698
699,odometry,0,699,1,700
699,odometry,1,700,0,699
700,odometry,0,700,1,701
700,odometry,1,701,0,700
701,odometry,0,701,1,702
701,odometry,1,702,0,701
702,odometry,0,702,1,703
702,odometry,1,703,0,702
703,odometry,0,703,1,704
703,odometry,1,704,0,703
704,odometry,0,704,1,705
704,odometry,1,705,0,704
705,odometry,0,705,1,706
705,odometry,1,706,0,705
706,odometry,0,706,1,707
706,odometry,1,707,0,706
707,odometry,0,707,1,708
707,odometry,1,708,0,707
708,odometry,0,708,1,709
708,odometry,1,709,0,708
709,odometry,0,709,1,710
709,odometry,1,710,0,709
710,odometry,0,710,1,711
710,odometry,1,711,0,710
711,odometry,0,711,1,712
711,odometry,1,712,0,711
712,odometry,0,712,1,713
712,odometry,1,713,0,712
713,odometry,0,713,1,714
713,odometry,1,714,0,713
714,odometry,0,714,1,715
714,odometry,1,715,0,714
715,odometry,0,715,1,716
715,odometry,1,716,0,715
716,odometry,0,716,1,717
716,odometry,1,717,0,716
717,odometry,0,717,1,718
717,odometry,1,718,0,717
718,odometry,0,718,1,719
718,odometry,1,719,0,718
719,odometry,0,719,1,720
719,odometry,1,720,0,719
720,odometry,0,720,1,721
720,odometry,1,721,0,720
721,odometry,0,721,1,722
721,odometry,1,722,0,721
722,odometry,0,722,1,723
722,odometry,1,723,0,722
723,odometry,0,723,1,724
723,odometry,1,724,0,723
724,odometry,0,724,1,725
724,odometry,1,725,0,724
725,odometry,0,725,1,726
725,odometry,1,726,0,725
726,odometry,0,726,1,727
726,odometry,1,727,0,726
727,odometry,0,727,1,728
727,odometry,1,728,0,727
728,odometry,0,728,1,729
728,odometry,1,729,0,728
729,odometry,0,729,1,730
729,odometry,1,730,0,729
730,odometry,0,730,1,731
730,odometry,1,731,0,730
731,odometry,0,731,1,732
731,odometry,1,732,0,731
732,odometry,0,732,1,733
732,odometry,1,733,0,732
733,odometry,0,733,1,734
733,odometry,1,734,0,733
734,odometry,0,734,1,735
734,odometry,1,735,0,734
735,odometry,0,735,1,736
735,odometry,1,736,0,735
736,odometry,0,736,1,737
736,odometry,1,737,0,736
737,odometry,0,737,1,738
737,odometry,1,738,0,737
738,odometry,0,738,1,739
738,odometry,1,739,0,738
739,odometry,0,739,1,740
739,odometry,1,740,0,739
740,odometry,0,740,1,741
740,odometry,1,741,0,740
741,odometry,0,741,1,742
741,odometry,1,742,0,741
742,odometry,0,742,1,743
742,odometry,1,743,0,742
743,odometry,0,743,1,744
743,odometry,1,744,0,743
744,odometry,0,744,1,745
744,odometry,1,745,0,744
745,odometry,0,745,1,746
745,odometry,1,746,0,745
746,odometry,0,746,1,747
746,odometry,1,747,0,746
747,odometry,0,747,1,748
747,odometry,1,748,0,747
748,odometry,0,748,1,749
748,odometry,1,749,0,748
749,odometry,0,749,1,750
749,odometry,1,750,0,749
750,odometry,0,750,1,751
750,odometry,1,751,0,750
751,odometry,0,751,1,752
751,odometry,1,752,0,751
752,odometry,0,752,1,753
752,odometry,1,753,0,752
753,odometry,0,753,1,754
753,odometry,1,754,0,753
754,odometry,0,754,1,755
754,odometry,1,755,0,754
755,odometry,0,755,1,756
755,odometry,1,756,0,755
756,odometry,0,756,1,757
756,odometry,1,757,0,756
757,odometry,0,757,1,758
757,odometry,1,758,0,757
758,odometry,0,758,1,759
758,odometry,1,759,0,758
759,odometry,0,759,1,760
759,odometry,1,760,0,759
760,odometry,0,760,1,761
760,odometry,1,761,0,760
761,odometry,0,761,1,762
761,odometry,1,762,0,761
762,odometry,0,762,1,763
762,odometry,1,763,0,762
763,odometry,0,763,1,764
763,odometry,1,764,0,763
764,odometry,0,764,1,765
764,odometry,1,765,0,764
765,odometry,0,765,1,766
765,odometry,1,766,0,765
766,odometry,0,766,1,767
766,odometry,1,767,0,766
767,odometry,0,767,1,768
767,odometry,1,768,0,767
768,odometry,0,768,1,769
768,odometry,1,769,0,768
769,odometry,0,769,1,770
769,odometry,1,770,0,769
770,odometry,0,770,1,771
770,odometry,1,771,0,770
771,odometry,0,771,1,772
771,odometry,1,772,0,771
772,odometry,0,772,1,773
772,odometry,1,773,0,772
773,odometry,0,773,1,774
773,odometry,1,774,0,773
774,odometry,0,774,1,775
774,odometry,1,775,0,774
775,odometry,0,775,1,776
775,odometry,1,776,0,775
776,odometry,0,776,1,777
776,odometry,1,777,0,776
777,odometry,0,777,1,778
777,odometry,1,778,0,777
778,odometry,0,778,1,779
778,odometry,1,779,0,778
779,odometry,0,779,1,780
779,odometry,1,780,0,779
780,odometry,0,780,1,781
780,odometry,1,781,0,780
781,odometry,0,781,1,782
781,odometry,1,782,0,781
782,odometry,0,782,1,783
782,odometry,1,783,0,782
783,odometry,0,783,1,784
783,odometry,1,784,0,783
784,odometry,0,784,1,785
784,odometry,1,785,0,784
785,odometry,0,785,1,786
785,odometry,1,786,0,785
786,odometry,0,786,1,787
786,odometry,1,787,0,786
787,odometry,0,787,1,788
787,odometry,1,788,0,787
788,odometry,0,788,1,789
788,odometry,1,789,0,788
789,odometry,0,789,1,790
789,odometry,1,790,0,789
790,odometry,0,790,1,791
790,odometry,1,791,0,790
791,odometry,0,791,1,792
791,odometry,1,792,0,791
792,odometry,0,792,1,793
792,odometry,1,793,0,792
793,odometry,0,793,1,794
793,odometry,1,794,0,793
794,odometry,0,794,1,795
794,odometry,1,795,0,794
795,odometry,0,795,1,796
795,odometry,1,796,0,795
796,odometry,0,796,1,797
796,odometry,1,797,0,796
797,odometry,0,797,1,798
797,odometry,1,798,0,797
798,odometry,0,798,1,799
798,odometry,1,799,0,798
799,odometry,0,799,1,800
799,odometry,1,800,0,799
800,odometry,0,800,1,801
800,odometry,1,801,0,800
801,odometry,0,801,1,802
801,odometry,1,802,0,801
802,odometry,0,802,1,803
802,odometry,1,803,0,802
803,odometry,0,803,1,804
803,odometry,1,804,0,803
804,odometry,0,804,1,805
804,odometry,1,805,0,804
805,odometry,0,805,1,806
805,odometry,1,806,0,805
806,odometry,0,806,1,807
806,odometry,1,807,0,806
807,odometry,0,807,1,808
807,odometry,1,808,0,807
808,odometry,0,808,1,809
808,odometry,1,809,0,808
809,odometry,0,809,1,810
809,odometry,1,810,0,809
810,odometry,0,810,1,811
810,odometry,1,811,0,810
811,odometry,0,811,1,812
811,odometry,1,812,0,811
812,odometry,0,812,1,813
812,odometry,1,813,0,812
813,odometry,0,813,1,814
813,odometry,1,814,0,813
814,odometry,0,814,1,815
814,odometry,1,815,0,814
815,odometry,0,815,1,816
815,odometry,1,816,0,815
816,odometry,0,816,1,817
816,odometry,1,817,0,816
817,odometry,0,817,1,818
817,odometry,1,818,0,817
818,odometry,0,818,1,819
818,odometry,1,819,0,818
819,odometry,0,819,1,820
819,odometry,1,820,0,819
820,odometry,0,820,1,821
820,odometry,1,821,0,820
821,odometry,0,821,1,822
821,odometry,1,822,0,821
822,odometry,0,822,1,823
822,odometry,1,823,0,822
823,odometry,0,823,1,824
823,odometry,1,824,0,823
824,odometry,0,824,1,825
824,odometry,1,825,0,824
825,odometry,0,825,1,826
825,odometry,1,826,0,825
826,odometry,0,826,1,827
826,odometry,1,827,0,826
827,odometry,0,827,1,828
827,odometry,1,828,0,827
828,odometry,0,828,1,829
828,odometry,1,829,0,828
829,odometry,0,829,1,830
829,odometry,1,830,0,829
830,odometry,0,830,1,831
830,odometry,1,831,0,830
831,odometry,0,831,1,832
831,odometry,1,832,0,831
832,odometry,0,832,1,833
832,odometry,1,833,0,832
833,odometry,0,833,1,834
833,odometry,1,834,0,833
834,odometry,0,834,1,835
834,odometry,1,835,0,834
835,odometry,0,835,1,836
835,odometry,1,836,0,835
836,odometry,0,836,1,837
836,odometry,1,837,0,836
837,odometry,0,837,1,838
837,odometry,1,838,0,837
838,odometry,0,838,1,839
838,odometry,1,839,0,838
839,odometry,0,839,1,840
839,odometry,1,840,0,839
840,odometry,0,840,1,841
840,odometry,1,841,0,840
841,odometry,0,841,1,842
841,odometry,1,842,0,841
842,odometry,0,842,1,843
842,odometry,1,843,0,842
843,odometry,0,843,1,844
843,odometry,1,844,0,843
844,odometry,0,844,1,845
844,odometry,1,845,0,844
845,odometry,0,845,1,846
845,odometry,1,846,0,845
846,odometry,0,846,1,847
846,odometry,1,847,0,846
847,odometry,0,847,1,848
847,odometry,1,848,0,847
848,odometry,0,848,1,849
848,odometry,1,849,0,848
849,odometry,0,849,1,850
849,odometry,1,850,0,849
850,odometry,0,850,1,851
850,odometry,1,851,0,850
851,odometry,0,851,1,852
851,odometry,1,852,0,851
852,odometry,0,852,1,853
852,odometry,1,853,0,852
853,odometry,0,853,1,854
853,odometry,1,854,0,853
854,odometry,0,854,1,855
854,odometry,1,855,0,854
855,odometry,0,855,1,856
855,odometry,1,856,0,855
856,odometry,0,856,1,857
856,odometry,1,857,0,856
857,odometry,0,857,1,858
857,odometry,1,858,0,857
858,odometry,0,858,1,859
858,odometry,1,859,0,858
859,odometry,0,859,1,860
859,odometry,1,860,0,859
860,odometry,0,860,1,861
860,odometry,1,861,0,860
861,odometry,0,861,1,862
861,odometry,1,862,0,861
862,odometry,0,862,1,863
862,odometry,1,863,0,862
863,odometry,0,863,1,864
863,odometry,1,864,0,863
864,odometry,0,864,1,865
864,odometry,1,865,0,864
865,odometry,0,865,1,866
865,odometry,1,866,0,865
866,odometry,0,866,1,867
866,odometry,1,867,0,866
867,odometry,0,867,1,868
867,odometry,1,868,0,867
868,odometry,0,868,1,869
868,odometry,1,869,0,868
869,odometry,0,869,1,870
869,odometry,1,870,0,869
870,odometry,0,870,1,871
870,odometry,1,871,0,870
871,odometry,0,871,1,872
871,odometry,1,872,0,871
872,odometry,0,872,1,873
872,odometry,1,873,0,872
873,odometry,0,873,1,874
873,odometry,1,874,0,873
874,odometry,0,874,1,875
874,odometry,1,875,0,874
875,odometry,0,875,1,876
875,odometry,1,876,0,875
876,odometry,0,876,1,877
876,odometry,1,877,0,876
877,odometry,0,877,1,878
877,odometry,1,878,0,877
878,odometry,0,878,1,879
878,odometry,1,879,0,878
879,odometry,0,879,1,880
879,odometry,1,880,0,879
880,odometry,0,880,1,881
880,odometry,1,881,0,880
881,odometry,0,881,1,882
881,odometry,1,882,0,881
882,odometry,0,882,1,883
882,odometry,1,883,0,882
883,odometry,0,883,1,884
883,odometry,1,884,0,883
884,odometry,0,884,1,885
884,odometry,1,885,0,884
885,odometry,0,885,1,886
885,odometry,1,886,0,885
886,odometry,0,886,1,887
886,odometry,1,887,0,886
887,odometry,0,887,1,888
887,odometry,1,888,0,887
888,odometry,0,888,1,889
888,odometry,1,889,0,888
889,odometry,0,889,1,890
889,odometry,1,890,0,889
890,odometry,0,890,1,891
890,odometry,1,891,0,890
891,odometry,0,891,1,892
891,odometry,1,892,0,891
892,odometry,0,892,1,893
892,odometry,1,893,0,892
893,odometry,0,893,1,894
893,odometry,1,894,0,893
894,odometry,0,894,1,895
894,odometry,1,895,0,894
895,odometry,0,895,1,896
895,odometry,1,896,0,895
896,odometry,0,896,1,897
896,odometry,1,897,0,896
897,odometry,0,897,1,898
897,odometry,1,898,0,897
898,odometry,0,898,1,899
898,odometry,1,899,0,898
899,odometry,0,899,1,900
899,odometry,1,900,0,899
900,odometry,0,900,1,901
900,odometry,1,901,0,900
901,odometry,0,901,1,902
901,odometry,1,902,0,901
902,odometry,0,902,1,903
902,odometry,1,903,0,902
903,odometry,0,903,1,904
903,odometry,1,904,0,903
904,odometry,0,904,1,905
904,odometry,1,905,0,904
905,odometry,0,905,1,906
905,odometry,1,906,0,905
906,odometry,0,906,1,907
906,odometry,1,907,0,906
907,odometry,0,907,1,908
907,odometry,1,908,0,907
908,odometry,0,908,1,909
908,odometry,1,909,0,908
909,odometry,0,909,1,910
909,odometry,1,910,0,909
910,odometry,0,910,1,911
910,odometry,1,911,0,910
911,odometry,0,911,1,912
911,odometry,1,912,0,911
912,odometry,0,912,1,913
912,odometry,1,913,0,912
913,odometry,0,913,1,914
913,odometry,1,914,0,913
914,odometry,0,914,1,915
914,odometry,1,915,0,914
915,odometry,0,915,1,916
915,odometry,1,916,0,915
916,odometry,0,916,1,917
916,odometry,1,917,0,916
917,odometry,0,917,1,918
917,odometry,1,918,0,917
918,odometry,0,918,1,919
918,odometry,1,919,0,918
919,odometry,0,919,1,920
919,odometry,1,920,0,919
920,odometry,0,920,1,921
920,odometry,1,921,0,920
921,odometry,0,921,1,922
921,odometry,1,922,0,921
922,odometry,0,922,1,923
922,odometry,1,923,0,922
923,odometry,0,923,1,924
923,odometry,1,924,0,923
924,odometry,0,924,1,925
924,odometry,1,925,0,924
925,odometry,0,925,1,926
925,odometry,1,926,0,925
926,odometry,0,926,1,927
926,odometry,1,927,0,926
927,odometry,0,927,1,928
927,odometry,1,928,0,927
928,odometry,0,928,1,929
928,odometry,1,929,0,928
929,odometry,0,929,1,930
929,odometry,1,930,0,929
930,odometry,0,930,1,931
930,odometry,1,931,0,930
931,odometry,0,931,1,932
931,odometry,1,932,0,931
932,odometry,0,932,1,933
932,odometry,1,933,0,932
933,odometry,0,933,1,934
933,odometry,1,934,0,933
934,odometry,0,934,1,935
934,odometry,1,935,0,934
935,odometry,0,935,1,936
935,odometry,1,936,0,935
936,odometry,0,936,1,937
936,odometry,1,937,0,936
937,odometry,0,937,1,938
937,odometry,1,938,0,937
938,odometry,0,938,1,939
938,odometry,1,939,0,938
939,odometry,0,939,1,940
939,odometry,1,940,0,939
940,odometry,0,940,1,941
940,odometry,1,941,0,940
941,odometry,0,941,1,942
941,odometry,1,942,0,941
942,odometry,0,942,1,943
942,odometry,1,943,0,942
943,odometry,0,943,1,944
943,odometry,1,944,0,943
944,odometry,0,944,1,945
944,odometry,1,945,0,944
945,odometry,0,945,1,946
945,odometry,1,946,0,945
946,odometry,0,946,1,947
946,odometry,1,947,0,946
947,odometry,0,947,1,948
947,odometry,1,948,0,947
948,odometry,0,948,1,949
948,odometry,1,949,0,948
949,odometry,0,949,1,950
949,odometry,1,950,0,949
950,odometry,0,950,1,951
950,odometry,1,951,0,950
951,odometry,0,951,1,952
951,odometry,1,952,0,951
952,odometry,0,952,1,953
952,odometry,1,953,0,952
953,odometry,0,953,1,954
953,odometry,1,954,0,953
954,odometry,0,954,1,955
954,odometry,1,955,0,954
955,odometry,0,955,1,956
955,odometry,1,956,0,955
956,odometry,0,956,1,957
956,odometry,1,957,0,956
957,odometry,0,957,1,958
957,odometry,1,958,0,957
958,odometry,0,958,1,959
958,odometry,1,959,0,958
959,odometry,0,959,1,960
959,odometry,1,960,0,959
960,odometry,0,960,1,961
960,odometry,1,961,0,960
961,odometry,0,961,1,962
961,odometry,1,962,0,961
962,odometry,0,962,1,963
962,odometry,1,963,0,962
963,odometry,0,963,1,964
963,odometry,1,964,0,963
964,odometry,0,964,1,965
964,odometry,1,965,0,964
965,odometry,0,965,1,966
965,odometry,1,966,0,965
966,odometry,0,966,1,967
966,odometry,1,967,0,966
967,odometry,0,967,1,968
967,odometry,1,968,0,967
968,odometry,0,968,1,969
968,odometry,1,969,0,968
969,odometry,0,969,1,970
969,odometry,1,970,0,969
970,odometry,0,970,1,971
970,odometry,1,971,0,970
971,odometry,0,971,1,972
971,odometry,1,972,0,971
972,odometry,0,972,1,973
972,odometry,1,973,0,972
973,odometry,0,973,1,974
973,odometry,1,974,0,973
974,odometry,0,974,1,975
974,odometry,1,975,0,974
975,odometry,0,975,1,976
975,odometry,1,976,0,975
976,odometry,0,976,1,977
976,odometry,1,977,0,976
977,odometry,0,977,1,978
977,odometry,1,978,0,977
978,odometry,0,978,1,979
978,odometry,1,979,0,978
979,odometry,0,979,1,980
979,odometry,1,980,0,979
980,odometry,0,980,1,981
980,odometry,1,981,0,980
981,odometry,0,981,1,982
981,odometry,1,982,0,981
982,odometry,0,982,1,983
982,odometry,1,983,0,982
983,odometry,0,983,1,984
983,odometry,1,984,0,983
984,odometry,0,984,1,985
984,odometry,1,985,0,984
985,odometry,0,985,1,986
985,odometry,1,986,0,985
986,odometry,0,986,1,987
986,odometry,1,987,0,986
987,odometry,0,987,1,988
987,odometry,1,988,0,987
988,odometry,0,988,1,989
988,odometry,1,989,0,988
989,odometry,0,989,1,990
989,odometry,1,990,0,989
990,odometry,0,990,1,991
990,odometry,1,991,0,990
991,odometry,0,991,1,992
991,odometry,1,992,0,991
992,odometry,0,992,1,993
992,odometry,1,993,0,992
993,odometry,0,993,1,994
993,odometry,1,994,0,993
994,odometry,0,994,1,995
994,odometry,1,995,0,994
995,odometry,0,995,1,996
995,odometry,1,996,0,995
